G1,#genre#
CLEANBANDIT+JULIAMICHAELS-IMISSYOU,http://em.21dtv.com/songs/60147018.mkv
CMO乐团-远行,http://em.21dtv.com/songs/60144658.mkv
COAST2COAST-CLASSIC01,http://em.21dtv.com/songs/60147019.mkv
CODYSIMPSON+THETIDE-WAITINGFORTHETIDE,http://em.21dtv.com/songs/60147020.mkv
COOKIEGIRLS-爱疯的我,http://em.21dtv.com/songs/60145885.mkv
COOLBABY+宋孟君-小可爱,http://em.21dtv.com/songs/60144659.mkv
COPLAY-VIVALAVIDA,http://em.21dtv.com/songs/60144475.mkv
COREONE-情非得已,http://em.21dtv.com/songs/60147021.mkv
COREONE-MYWORD,http://em.21dtv.com/songs/60145886.mkv
COSMOS组合-GO,http://em.21dtv.com/songs/60138365.mkv
CRAZYFROG-AXELF,http://em.21dtv.com/songs/60144476.mkv
CRITTY-明月故里,http://em.21dtv.com/songs/60145888.mkv
CROCKERS鳄鱼乐团-世界的另一边,http://em.21dtv.com/songs/60147022.mkv
CYBERJAPANDANCERS-SUMMERTIMEFOREVER,http://em.21dtv.com/songs/60147023.mkv
CarlyRaeJepsen-CutToTheFeeling,http://em.21dtv.com/songs/60138364.mkv
CoreOne-信号,http://em.21dtv.com/songs/60143051.mkv
Crush+韩相元-SKIP,http://em.21dtv.com/songs/60138366.mkv
Cy凌+刘倾夏-纸飞机,http://em.21dtv.com/songs/60143052.mkv
D.O.D-ZIPPER,http://em.21dtv.com/songs/60144477.mkv
D.l-单向人生,http://em.21dtv.com/songs/60143053.mkv
DANIELPOWTER-FREELOOP,http://em.21dtv.com/songs/60144478.mkv
DARIN-BWHATUWANNAB,http://em.21dtv.com/songs/60144479.mkv
DAVIDGUETTA+AKON-CRANKITUP,http://em.21dtv.com/songs/60144480.mkv
DAVIDGUETTA+AKON-SEXYBITCH,http://em.21dtv.com/songs/60144481.mkv
DAVIDGUETTA+CHRISBROWN+LILWAYNE-ICANONLYIMAGINE,http://em.21dtv.com/songs/60144482.mkv
DAVIDGUETTA+JENNIFERHUDSON-NIGHTOFYOURLIFE,http://em.21dtv.com/songs/60144484.mkv
DAVIDGUETTA+JESSIEJ-REPEAT,http://em.21dtv.com/songs/60144485.mkv
DAVIDGUETTA+KIDCUDI-MEMORIE,http://em.21dtv.com/songs/60144486.mkv
DAVIDGUETTA+NICKIMINAJ+FLORIDA-WHERETHEMGIRLSAT,http://em.21dtv.com/songs/60144487.mkv
DAVIDGUETTA+SIA-TITANIUM,http://em.21dtv.com/songs/60144488.mkv
DAVIDGUETTA+USHER-WITHOUTYOU,http://em.21dtv.com/songs/60144490.mkv
DAVIDGUETTA-DREAM,http://em.21dtv.com/songs/60144491.mkv
DAVIDGUETTA-PARI,http://em.21dtv.com/songs/60144492.mkv
DEARJANE-也许我不会活多一岁,http://em.21dtv.com/songs/60145889.mkv
DELTAGOODREM-POSSESSIONLES,http://em.21dtv.com/songs/60145890.mkv
DEORRO-FIVEHOUR,http://em.21dtv.com/songs/60144493.mkv
DIA-Mr.Potter,http://em.21dtv.com/songs/60138368.mkv
DJ阿玛尼-原装原版中场电音HOUSE,http://em.21dtv.com/songs/60146994.mkv
DJ阿少-精选热线播放中文,http://em.21dtv.com/songs/60146972.mkv
DJ何鹏-看透爱情看透你,http://em.21dtv.com/songs/60144660.mkv
DJ辉仔-如果你愿意,http://em.21dtv.com/songs/60138371.mkv
DJ骏聪-最炫民族DISCO风,http://em.21dtv.com/songs/60146957.mkv
DJ军少-越鼓HOUSE车载大碟,http://em.21dtv.com/songs/60146968.mkv
DJ军少-CLUBHOUSE慢摇串烧,http://em.21dtv.com/songs/60146963.mkv
DJ老A+DJ学刚-流行前线全中文CLUB串烧,http://em.21dtv.com/songs/60146961.mkv
DJ老A+DJ学刚-伤感流行CLUB串烧,http://em.21dtv.com/songs/60146960.mkv
DJ老A-姑娘爱我吧串烧,http://em.21dtv.com/songs/60146958.mkv
DJ老A-全英文HOUSE清风音乐跳舞串烧,http://em.21dtv.com/songs/60146959.mkv
DJ良少+罗豆豆-美丽的姑娘,http://em.21dtv.com/songs/60144514.mkv
DJ良少+赵煜铭-漂亮的姑娘美翻了,http://em.21dtv.com/songs/60144515.mkv
DJ四仔-全中文CLUBHIFI慢嗨串烧,http://em.21dtv.com/songs/60146965.mkv
DJ晓东-经典来袭全中文CLUB慢摇串烧,http://em.21dtv.com/songs/60146993.mkv
DJ晓东-全英文HOUSE弹跳电节奏,http://em.21dtv.com/songs/60146990.mkv
DJ晓东-全中文国语弹鼓CLUB伤感慢摇串烧,http://em.21dtv.com/songs/60146986.mkv
DJ晓东-神的旋律全英文CLUB慢摇串烧,http://em.21dtv.com/songs/60146992.mkv
DJ晓东-重低音中文电音CLUB伤感慢摇串烧,http://em.21dtv.com/songs/60146987.mkv
DJ晓东-中文狂拽飞车极速慢摇,http://em.21dtv.com/songs/60146988.mkv
DJ晓东-CANDY大师作品+CLUB慢摇串烧,http://em.21dtv.com/songs/60146991.mkv
DJ晓东-ELECTROHOUSE夜店狂爆摇头串烧,http://em.21dtv.com/songs/60146989.mkv
DJ小葛-优秀DJ大师作品HOUSECLUB1,http://em.21dtv.com/songs/60146953.mkv
DJ小葛-优秀DJ大师作品HOUSECLUB4,http://em.21dtv.com/songs/60146954.mkv
DJ小葛-优秀DJ大师作品HOUSECLUB5,http://em.21dtv.com/songs/60146977.mkv
DJ小涵-阿远动感节拍全中文最新系列串烧A44,http://em.21dtv.com/songs/60146975.mkv
DJ小涵-全中文热播流行前线系列串烧A43,http://em.21dtv.com/songs/60146974.mkv
DJ小冉-王者归来CD-03,http://em.21dtv.com/songs/60146952.mkv
DJ小陶-全中文CLUB慢摇,http://em.21dtv.com/songs/60146981.mkv
DJ小旺-欧美时尚前卫流行英文HOUSE串烧,http://em.21dtv.com/songs/60146982.mkv
DJ小文杰-鹰爱高飞人往高走,http://em.21dtv.com/songs/60144505.mkv
DJ小文杰-27秒你觉得怎么样,http://em.21dtv.com/songs/60144504.mkv
DJ小鑫-全中文劲爆跳舞大碟,http://em.21dtv.com/songs/60146996.mkv
DJ小勇+DJ沫沫-不爱我就放开我的手重低音伤感慢摇,http://em.21dtv.com/songs/60146985.mkv
DJ小勇-爱上一个人好累重低音伤感慢摇,http://em.21dtv.com/songs/60146984.mkv
DJ小庄-热播前线中文CLUB慢摇串烧,http://em.21dtv.com/songs/60146973.mkv
DJ学刚-全中文CLUB流行前线串烧,http://em.21dtv.com/songs/60146979.mkv
DJ学刚-全中文CLUB全新华语乐团流行串烧,http://em.21dtv.com/songs/60146980.mkv
DJ优仔-夏日痴情缠绕中文慢摇醉天涯,http://em.21dtv.com/songs/60146967.mkv
DJ优仔-DUTCHHOUSE电音大碟,http://em.21dtv.com/songs/60146966.mkv
DJ志勇-你是我的男神,http://em.21dtv.com/songs/60146955.mkv
DJ志勇-ELECTROHOUSE串烧,http://em.21dtv.com/songs/60146956.mkv
DJ忠-宠你疼你不惯你太爱你所以离开你,http://em.21dtv.com/songs/60146971.mkv
DJ-创造奇迹主宰未来中文CLUB串烧,http://em.21dtv.com/songs/60146978.mkv
DJ-韩毒,http://em.21dtv.com/songs/60146933.mkv
DJ-流行旋律中文DISCO加快节奏跳舞大碟,http://em.21dtv.com/songs/60146995.mkv
DJ-全新中文嗨歌串烧混音大碟,http://em.21dtv.com/songs/60146948.mkv
DJ-我是屌丝,http://em.21dtv.com/songs/60146949.mkv
DJ-席卷风暴音声中文系列串烧,http://em.21dtv.com/songs/60146947.mkv
DJ-勇敢勇敢+透过你的双眼,http://em.21dtv.com/songs/60146969.mkv
DJ-重低音慢摇,http://em.21dtv.com/songs/60146983.mkv
DJ-中文伤感情歌劲嗨混音串烧,http://em.21dtv.com/songs/60146964.mkv
DJBOBO+MIKECANDYS-TAKECONTROL,http://em.21dtv.com/songs/60144494.mkv
DJCANDY+秋风-眼泪为谁流,http://em.21dtv.com/songs/60144496.mkv
DJCANDY+艺涛-夜色,http://em.21dtv.com/songs/60144497.mkv
DJCANDY+庄心妍-以后的以后,http://em.21dtv.com/songs/60144495.mkv
DJCOHENY-月亮传奇+爱美无罪,http://em.21dtv.com/songs/60146951.mkv
DJKhaled+Sizzla-I\\\'msoGrateful,http://em.21dtv.com/songs/60138370.mkv
DJMR.AN-社会摇1,http://em.21dtv.com/songs/60144498.mkv
DJMR.AN-社会摇2,http://em.21dtv.com/songs/60144501.mkv
DJMR.AN-社会摇3,http://em.21dtv.com/songs/60144500.mkv
DJMR.AN-社会摇5,http://em.21dtv.com/songs/60144502.mkv
DJMR.AN-社会摇7,http://em.21dtv.com/songs/60144499.mkv
DJOKAWARI-LUVLETTER,http://em.21dtv.com/songs/60144503.mkv
DMX-PARTYUP,http://em.21dtv.com/songs/60144516.mkv
DONOMAR+LUCENZO-DANZAKUDURO,http://em.21dtv.com/songs/60144517.mkv
DOUBLEK-CYPHER,http://em.21dtv.com/songs/60145891.mkv
DavidGuetta+NeYo+Akon-PlayHard,http://em.21dtv.com/songs/60138367.mkv
DickPunks-星星般闪耀的你,http://em.21dtv.com/songs/60138369.mkv
EAGLES-加州旅馆,http://em.21dtv.com/songs/60144335.mkv
EDDYWATA-LABOMBA,http://em.21dtv.com/songs/60144518.mkv
ELLIEGOUING-LOVEMELIKEYOUDO,http://em.21dtv.com/songs/60144519.mkv
ELMERBERNSTEIN-THEMAGNIFICENTSEVEN,http://em.21dtv.com/songs/60144336.mkv
ELO-ROSE,http://em.21dtv.com/songs/60138372.mkv
ELTONJOHN-CANYOUFEELTHELOVETONIGHT,http://em.21dtv.com/songs/60144520.mkv
EMELISANDÉ-NEXTTOME,http://em.21dtv.com/songs/60144521.mkv
EVANESCENCE-IMPERFECTION,http://em.21dtv.com/songs/60145892.mkv
EXID-上下,http://em.21dtv.com/songs/60144522.mkv
EXID-Up&Down,http://em.21dtv.com/songs/60138375.mkv
EXO-POWER,http://em.21dtv.com/songs/60147024.mkv
EnriqueIglesias-RingMyBells,http://em.21dtv.com/songs/60138374.mkv
F.I.R-流浪者之歌演唱会,http://em.21dtv.com/songs/60027684.mkv
FALLOUTBOY-IMMORTAL,http://em.21dtv.com/songs/60144523.mkv
FALLOUTBOY-THEPHOENIX,http://em.21dtv.com/songs/60144524.mkv
FAREASTMOVEMENT+JUNIORCAERA+NATALIAKILLS-LIGHTSOUT,http://em.21dtv.com/songs/60144525.mkv
FARENTHIDE+HUBERTUSE-BOMBSHAKER,http://em.21dtv.com/songs/60144526.mkv
FI-PROUDOFYOU,http://em.21dtv.com/songs/60147025.mkv
FIFTHHARMONY+KIDINK-WORTHIT,http://em.21dtv.com/songs/60144527.mkv
FINE乐团-十一种美丽,http://em.21dtv.com/songs/60147026.mkv
FLAVAANDSTEVENSON+FREEGANDFAT-K,http://em.21dtv.com/songs/60144528.mkv
FLORIDA-WHISTLE,http://em.21dtv.com/songs/60144529.mkv
FLUX-东京大夜逃,http://em.21dtv.com/songs/60145894.mkv
FLUX-杰森史塔森,http://em.21dtv.com/songs/60143055.mkv
FLUX-TooYoungToDie,http://em.21dtv.com/songs/60143054.mkv
FRANKMUSIK-WRECKINGBALL,http://em.21dtv.com/songs/60144530.mkv
FUNNYKIDS-越战越强,http://em.21dtv.com/songs/60147027.mkv
FZ方丈-燃情春秋,http://em.21dtv.com/songs/60138378.mkv
FZ.方丈+金佬+李鸿儒-安好,http://em.21dtv.com/songs/60147028.mkv
FallOutBoy+MissyElliott-Ghostbusters,http://em.21dtv.com/songs/60138377.mkv
FallOutBoy-Champion,http://em.21dtv.com/songs/60138376.mkv
G.Soul+Hoody-Tequila,http://em.21dtv.com/songs/60138379.mkv
GAI+艾福杰尼+KUNGFUPEN-虎山行,http://em.21dtv.com/songs/60147031.mkv
GAI+不会游泳的鱼-思念是一种病,http://em.21dtv.com/songs/60147030.mkv
GAI+赵涛-只听自己的歌,http://em.21dtv.com/songs/60138381.mkv
GAI+祖海-好运来,http://em.21dtv.com/songs/60145895.mkv
GAI-爱如潮水,http://em.21dtv.com/songs/60147029.mkv
GAI-没钱咋个整,http://em.21dtv.com/songs/60144673.mkv
GAI-天干物燥,http://em.21dtv.com/songs/60138380.mkv
GAI-王者降临,http://em.21dtv.com/songs/60143062.mkv
GALI-RAMBO,http://em.21dtv.com/songs/60143063.mkv
GNATRD-H.E.R.O,http://em.21dtv.com/songs/60147032.mkv
GNZ48-蠢蠢,http://em.21dtv.com/songs/60145897.mkv
GNZ48-SAYNO,http://em.21dtv.com/songs/60145896.mkv
GORDAN,http://em.21dtv.com/songs/60146365.mkv
GOT7-TOME,http://em.21dtv.com/songs/60147033.mkv
GREENDAY-21GUN,http://em.21dtv.com/songs/60144531.mkv
GROOVECOVERAGE-FARAWAYFROMHOME,http://em.21dtv.com/songs/60144532.mkv
GROOVECOVERAGE-GODISAGIRL,http://em.21dtv.com/songs/60144533.mkv
GROOVECOVERAGE-GODISAGIRL1,http://em.21dtv.com/songs/60144534.mkv
GROOVECOVERAGE-SHE,http://em.21dtv.com/songs/60144535.mkv
GUIBORATTO-TAKEMYBREATHAWAY,http://em.21dtv.com/songs/60144536.mkv
Gosh-Don\\\'tYou,http://em.21dtv.com/songs/60143064.mkv
GreenDay-StillBreathing,http://em.21dtv.com/songs/60138382.mkv
HAIM-WantYouBack,http://em.21dtv.com/songs/60138383.mkv
HAMPTONTHEHAMPSTER-THEHAMPSTERDANCESONG,http://em.21dtv.com/songs/60144537.mkv
HANA-忘记我自己,http://em.21dtv.com/songs/60144674.mkv
HILLSONGYOUNGANDFREE-WAKE,http://em.21dtv.com/songs/60144538.mkv
HOOP圈圈-音乐教室,http://em.21dtv.com/songs/60145898.mkv
HOYA组合-这个世界真正水,http://em.21dtv.com/songs/60147035.mkv
Heize-太不了解你,http://em.21dtv.com/songs/60138384.mkv
Heyo+卫诗-盛夏的舞,http://em.21dtv.com/songs/60143065.mkv
HigherBrothers-YoungMaster,http://em.21dtv.com/songs/60143066.mkv
Hiphopman+OBi+M03-兄弟们的歌,http://em.21dtv.com/songs/60138385.mkv
Hoop圈圈-九九乘法表,http://em.21dtv.com/songs/60138386.mkv
HunterHayes-Amen,http://em.21dtv.com/songs/60138387.mkv
IDon\\\'tCare,http://em.21dtv.com/songs/60143195.mkv
INNA-SUNISUP,http://em.21dtv.com/songs/60144539.mkv
IVI-卧底,http://em.21dtv.com/songs/60144676.mkv
IVI-YOU,http://em.21dtv.com/songs/60144675.mkv
Iris七叶-风月令,http://em.21dtv.com/songs/60143067.mkv
J.SHEON+ALIN-你点的歌救了我,http://em.21dtv.com/songs/60145899.mkv
J.V.E李以诺-新酒,http://em.21dtv.com/songs/60143069.mkv
J.V.E李以诺-最兄弟,http://em.21dtv.com/songs/60143070.mkv
JB+王嘉尔-U&I,http://em.21dtv.com/songs/60147037.mkv
JC-现任朋友,http://em.21dtv.com/songs/60138389.mkv
JENNIFERLOPEZ+PITBULL-ONTHEFLOOR,http://em.21dtv.com/songs/60144541.mkv
JERO+Beenzino-红绿灯,http://em.21dtv.com/songs/60138390.mkv
JESSIEJ-THUNDER,http://em.21dtv.com/songs/60144677.mkv
JKAI-超进化物语,http://em.21dtv.com/songs/60145901.mkv
JKAI-没有谁记得,http://em.21dtv.com/songs/60145900.mkv
JOHNPARK-命运般,http://em.21dtv.com/songs/60145902.mkv
JONNICLEETHOMPESTT+周沂-红色蓝色,http://em.21dtv.com/songs/60147038.mkv
JSleeper性感的拖鞋+VaVa+YoungGee-玻尿酸,http://em.21dtv.com/songs/60143068.mkv
JTR-OHMYMY,http://em.21dtv.com/songs/60144542.mkv
JUDE-人间失格,http://em.21dtv.com/songs/60144678.mkv
JUDE-SICKOFYOU,http://em.21dtv.com/songs/60145903.mkv
JUSTINBIEBER+BIGSEAN-ASLONGASYOULOVEME,http://em.21dtv.com/songs/60144543.mkv
JW-妒忌心,http://em.21dtv.com/songs/60144679.mkv
JW-你带着我的青春离去,http://em.21dtv.com/songs/60145904.mkv
JadeEyes-Vivian,http://em.21dtv.com/songs/60143071.mkv
Jam-不露声色,http://em.21dtv.com/songs/60143072.mkv
JamesBlunt-TearsAndRain,http://em.21dtv.com/songs/60138388.mkv
JinSoul-SingingintheRain,http://em.21dtv.com/songs/60138391.mkv
K帅先生-鹏举鸿飞,http://em.21dtv.com/songs/60143074.mkv
KADA.C-KADA,http://em.21dtv.com/songs/60147040.mkv
KARIBREMNES-柏林恋人,http://em.21dtv.com/songs/60144337.mkv
KATYPERRY-FIREWORK,http://em.21dtv.com/songs/60144544.mkv
