央视频道,#genre#
卫视频道,#genre#
1175.83ms,十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
1178.59ms,十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8
894.74ms,大悟综合,http://yunshangdawu-live21.cjyun.org/10129/s10129-dwzhpd.m3u8?auth_key=1735660799-0-0-b1bf1625df01ea7dabc97bf7aa7f253d
1330.37ms,五峰电视台[960*540],http://wufeng-live21.cjyun.org/10112/s10112-wffm.m3u8?auth_key=1735660799-0-0-6e0f896e48713ad894a3b35b92780628
965.45ms,远安电视台,http://yuanan-live21.cjyun.org/10106/s10106-yatv.m3u8?auth_key=1735660799-0-0-fdcac90185009731b8e6f51f180ed7b4
779.97ms,枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1735660799-0-0-fd9715217b53a31e92b5d42d24438b4a
793.20ms,河南｜叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
1477.18ms,孝感新闻,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1735660799-0-0-c66126a1e65c45cfa675dd5f16914315
1387.99ms,当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1735660799-0-0-f8e56d713bf81af226bae8057d9a1bad
402.64ms,浙江｜丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
661.91ms,浙江｜上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
476.03ms,浙江｜丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
549.10ms,浙江｜丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
486.24ms,浙江｜丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
692.84ms,浙江｜宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
501.80ms,浙江｜丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
543.00ms,浙江｜丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
686.77ms,浙江｜上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
508.11ms,浙江｜丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
702.39ms,浙江｜杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
702.05ms,浙江｜杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
697.71ms,浙江｜上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
1566.31ms,长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1735660799-0-0-f8867ea6ca06a65bdf95048518db1f6a
826.70ms,浙江｜宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
472.59ms,浙江｜宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
474.85ms,浙江｜宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
552.19ms,浙江｜兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
844.08ms,浙江｜上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
672.70ms,浙江｜云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
1043.25ms,河南｜淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
1556.90ms,河南｜周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
1726.94ms,河南｜梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
426.98ms,浙江｜绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
906.17ms,浙江｜宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
682.96ms,浙江｜绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
854.80ms,浙江｜平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
851.45ms,浙江｜平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
703.06ms,浙江｜绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
844.53ms,浙江｜文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
916.62ms,浙江｜嵊州公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
871.87ms,浙江｜文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
903.26ms,浙江｜庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
916.45ms,浙江｜平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
933.06ms,浙江｜平湖公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
777.97ms,浙江｜永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
925.99ms,浙江｜普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
949.65ms,浙江｜文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
947.06ms,浙江｜普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
853.41ms,浙江｜温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
1005.25ms,浙江｜开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
898.11ms,浙江｜松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
1053.47ms,浙江｜开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
1861.46ms,河南｜郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
1871.14ms,浙江｜钱江频道,http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
1894.45ms,浙江｜公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
1913.79ms,浙江｜经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
1926.97ms,浙江｜民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
460.59ms,浙江｜金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
547.67ms,浙江｜萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
565.55ms,浙江｜缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
492.53ms,浙江｜金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
554.64ms,浙江｜萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
451.50ms,浙江｜青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
446.69ms,浙江｜龙泉公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
515.85ms,浙江｜遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
517.95ms,浙江｜诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
546.36ms,浙江｜衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
521.39ms,浙江｜衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
587.98ms,浙江｜苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
571.60ms,浙江｜萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
607.91ms,浙江｜苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
606.08ms,浙江｜萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
968.67ms,浙江｜龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
986.22ms,浙江｜龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
928.61ms,浙江｜龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
979.68ms,浙江｜龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
6473.97ms,河南｜禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
5113.91ms,浙江｜绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
5772.86ms,浙江｜绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
5653.90ms,浙江｜绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
5491.92ms,浙江｜绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
5699.00ms,浙江｜绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
少儿频道,#genre#
gat频道,#genre#
232.11ms,TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
287.36ms,AMC(1080p),https://amchls.wns.live/hls/stream.m3u8
298.76ms,AMCUS,http://4e87b8a2.rossteleccom.net/iptv/UWSCNHYFPPFSA5/545/1083/index.m3u8
303.70ms,AMCCA,http://4e87b8a2.rossteleccom.net/iptv/UWSCNHYFPPFSA5/545/6510/index.m3u8
391.40ms,AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
369.83ms,TVBPlus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
388.96ms,TVBSNEWS,http://61.221.215.25:8800/hls/9/index.m3u8
391.99ms,八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
398.04ms,八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
439.05ms,SonyAXNHD,http://stream.nmih.hu:7960/live.m3u8
466.58ms,AMCSD,https://amazonsat.brasilstream.com.br/hls/amazonsat/index.m3u8
500.99ms,TVBPlus,http://grandprix2023.asuscomm.com:8892/bysid/82.m3u8
387.03ms,番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
370.73ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?$2M1920x1080
378.23ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
308.33ms,翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
370.84ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8?$2M1920x1080
组播剧场,#genre#
北京频道,#genre#
港澳A组,#genre#
378.71ms,番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8?$2M1920x1080
378.02ms,番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
231.92ms,龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
233.11ms,三立综合,http://37.27.111.214:8080/live/31/hls.m3u8
383.42ms,凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
503.85ms,翡翠台,https://pi.0472.org/tv/fct.php?auth=230918
400.82ms,凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
231.88ms,猪哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
575.24ms,翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
1006.46ms,TVBJade(翡翠台)(CantoneseSubtitles)(720p),http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
387.22ms,人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
401.31ms,三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
594.74ms,凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
743.23ms,翡翠台,http://nz171l122.bb60246.ctm.net:8889/bysid/1.m3u8
4027.21ms,爱放动漫台,https://litv.zapi.us.kg/?id=litv-ftv15
449.23ms,非凡新闻台,https://litv.zapi.us.kg/?id=4gtv-4gtv010
5005.28ms,龙华卡通台,https://litv.zapi.us.kg/?id=litv-longturn01
3924.15ms,博斯无限贰,https://litv.zapi.us.kg/?id=litv-longturn13
458.23ms,采昌影剧台,https://litv.zapi.us.kg/?id=4gtv-4gtv049
457.78ms,东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152
3977.18ms,博斯高球壹,https://litv.zapi.us.kg/?id=litv-longturn05
4208.57ms,TVBS欢乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv068
3989.82ms,博斯高球贰,https://litv.zapi.us.kg/?id=litv-longturn06
4023.36ms,八大综艺台,https://litv.zapi.us.kg/?id=4gtv-4gtv039
460.27ms,东森财经台,https://litv.zapi.us.kg/?id=4gtv-4gtv153
437.15ms,公视,https://litv.zapi.us.kg/?id=4gtv-4gtv042
4032.26ms,八大精彩台,https://litv.zapi.us.kg/?id=4gtv-4gtv034
3979.69ms,博斯魅力台,https://litv.zapi.us.kg/?id=litv-longturn04
4243.12ms,AMC电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv017
4238.52ms,CAT电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv076
4089.72ms,TVBS,https://litv.zapi.us.kg/?id=4gtv-4gtv073
5191.14ms,靖天卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv044
664.44ms,博斯运动壹,https://litv.zapi.us.kg/?id=litv-longturn07
3947.67ms,博斯网球台,https://litv.zapi.us.kg/?id=litv-longturn09
4025.71ms,半岛新闻台,https://litv.zapi.us.kg/?id=litv-ftv10
5190.10ms,靖洋卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv057
3833.80ms,博斯运动贰,https://litv.zapi.us.kg/?id=litv-longturn08
3910.48ms,博斯无限壹,https://litv.zapi.us.kg/?id=litv-longturn10
4264.39ms,TVBS精彩台,https://litv.zapi.us.kg/?id=4gtv-4gtv067
268.38ms,龙华经典台,https://litv.zapi.us.kg/?id=litv-longturn21
273.61ms,靖天卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv044
272.10ms,靖天综合台,https://litv.zapi.us.kg/?id=4gtv-4gtv046
279.51ms,寰宇闽南台,https://litv.zapi.us.kg/?id=litv-longturn15
276.04ms,龙华电影台,https://litv.zapi.us.kg/?id=litv-longturn03
206.79ms,民视闽南台,https://litv.zapi.us.kg/?id=4gtv-4gtv002
281.36ms,靖天日本台,https://litv.zapi.us.kg/?id=4gtv-4gtv047
282.63ms,靖天欢乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv054
259.94ms,民视旅游,https://litv.zapi.us.kg/?id=litv-ftv07
282.53ms,靖天育乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv062
281.75ms,靖洋卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv057
271.23ms,龙华戏剧台,https://litv.zapi.us.kg/?id=litv-longturn18
287.39ms,寰宇新闻,https://litv.zapi.us.kg/?id=litv-longturn14
282.70ms,靖洋戏剧台,https://litv.zapi.us.kg/?id=4gtv-4gtv045
266.70ms,民视第一台,https://litv.zapi.us.kg/?id=4gtv-4gtv003
275.53ms,龙华日韩台,https://litv.zapi.us.kg/?id=litv-longturn11
300.01ms,华视,https://litv.zapi.us.kg/?id=4gtv-4gtv041
297.37ms,华视新闻台,https://litv.zapi.us.kg/?id=4gtv-4gtv052
284.96ms,龙华卡通台,https://litv.zapi.us.kg/?id=litv-longturn01
港澳B组,#genre#
288.33ms,靖天资讯台,https://litv.zapi.us.kg/?id=4gtv-4gtv065
291.94ms,靖天电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv061
291.19ms,靖天台,https://litv.zapi.us.kg/?id=4gtv-4gtv063
291.38ms,靖天戏剧台,https://litv.zapi.us.kg/?id=4gtv-4gtv058
293.24ms,靖天映画台,https://litv.zapi.us.kg/?id=4gtv-4gtv055
309.46ms,龙华偶像台,https://litv.zapi.us.kg/?id=litv-longturn12
232.12ms,BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
231.02ms,CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
232.43ms,CINEMAWOR,http://37.27.111.214:8080/live/30/hls.m3u8
231.07ms,HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
232.04ms,DWNEWS,http://37.27.111.214:8080/live/46/hls.m3u8
232.25ms,HITS,http://37.27.111.214:8080/live/28/hls.m3u8
239.17ms,LIFETIME,http://37.27.111.214:8080/live/71/hls.m3u8
278.12ms,中视菁采台,https://litv.zapi.us.kg/?id=4gtv-4gtv064
280.06ms,中视,https://litv.zapi.us.kg/?id=4gtv-4gtv040
280.80ms,中视新闻台,https://litv.zapi.us.kg/?id=4gtv-4gtv074
290.70ms,民视新闻,https://litv.zapi.us.kg/?id=litv-ftv13
284.54ms,台湾戏剧台,https://litv.zapi.us.kg/?id=litv-longturn22
295.81ms,民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv001
284.41ms,tvbs新闻台,https://litv.zapi.us.kg/?id=4gtv-4gtv072
281.12ms,猪哥亮歌厅秀,https://litv.zapi.us.kg/?id=4gtv-4gtv006
294.92ms,民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv156
288.17ms,台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051
289.75ms,台视,https://litv.zapi.us.kg/?id=4gtv-4gtv066
285.97ms,亚洲旅游台,https://litv.zapi.us.kg/?id=litv-longturn17
291.54ms,民视综艺台,https://litv.zapi.us.kg/?id=4gtv-4gtv004
290.35ms,台视财经,https://litv.zapi.us.kg/?id=4gtv-4gtv056
285.78ms,中天新闻台,https://litv.zapi.us.kg/?id=4gtv-4gtv009
294.67ms,民视影剧,https://litv.zapi.us.kg/?id=litv-ftv09
307.12ms,民视闽南台,https://litv.zapi.us.kg/?id=4gtv-4gtv155
346.54ms,中视经典,https://litv.zapi.us.kg/?id=4gtv-4gtv080
2024/10/01 08:56更新,#genre#
232.40ms,MTV,http://37.27.111.214:8080/live/25/hls.m3u8
232.19ms,Nickelodeon,http://37.27.111.214:8080/live/12/hls.m3u8
231.95ms,TV5MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
232.10ms,TVBS欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8
232.00ms,TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
231.88ms,TiTV,http://37.27.111.214:8080/live/2/hls.m3u8
231.39ms,博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
231.90ms,博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
231.25ms,博斯运动1,http://37.27.111.214:8080/live/14/hls.m3u8
231.93ms,动画台,http://37.27.111.214:8080/live/57/hls.m3u8
232.01ms,东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
231.12ms,华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
231.11ms,民视,http://37.27.111.214:8080/live/6/hls.m3u8
232.40ms,互动英语,http://37.27.111.214:8080/live/54/hls.m3u8
232.43ms,龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
231.47ms,民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
233.46ms,hokkotv,http://37.27.111.214:8080/live/1/hls.m3u8
231.28ms,nickjr,http://37.27.111.214:8080/live/22/hls.m3u8
231.98ms,民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
231.60ms,幸福空间,http://37.27.111.214:8080/live/26/hls.m3u8
231.98ms,探案台,http://37.27.111.214:8080/live/11/hls.m3u8
231.45ms,亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8
231.82ms,中视,http://37.27.111.214:8080/live/7/hls.m3u8
230.88ms,猪哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
1109.89ms,虚情的爱,https://vd2.bdstatic.com/mda-mi1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mda-mi1dd05gmhwejdwn.mp4
9330.30ms,东森新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8540/.m3u8
9060.05ms,好莱坞电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8554/.m3u8
